Severity,City,County,State,Temperature(F),Humidity(%),Visibility(mi),Wind_Speed(mph),Precipitation(in),Weather_Condition,Junction,Stop,Traffic_Signal,daytime
2,Memphis,Shelby_TN,TN,47,63,10,5,0,Partly Cloudy,FALSE,FALSE,FALSE,night
3,Brewster,Putnam_NY,NY,63,63,10,8.1,0,Overcast,FALSE,FALSE,FALSE,day
3,Long Beach,Los Angeles_CA,CA,75.9,54,10,5.8,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Bel Air,Harford_MD,MD,60.6,82,10,3.5,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Nashville,Davidson_TN,TN,57.9,90,9,4.6,0,Overcast,FALSE,FALSE,FALSE,day
2,Spokane,Spokane_WA,WA,30.9,85,5,5.8,0,Light Snow,FALSE,FALSE,FALSE,day
2,Sterling Heights,Macomb_MI,MI,22.5,72,10,5.8,0,Overcast,FALSE,FALSE,TRUE,day
3,Miami,Miami-Dade_FL,FL,68,87,10,6.9,0,Clear,TRUE,FALSE,FALSE,day
2,Pittsburgh,Allegheny_PA,PA,75,66,10,4.6,0,Overcast,FALSE,FALSE,FALSE,day
3,West Columbia,Lexington_SC,SC,66,100,0.8,9.2,0,Overcast,FALSE,FALSE,FALSE,day
3,Glendora,Los Angeles_CA,CA,46.4,93,1.5,0,0,Mostly Cloudy,FALSE,FALSE,FALSE,night
3,Kansas City,Jackson_MO,MO,65,31,10,26,0,Fair / Windy,FALSE,FALSE,TRUE,day
2,Hagerstown,Washington_MD,MD,30,61,10,9.2,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Stillwater,Washington_MN,MN,12,45,10,6,0,Fair,FALSE,FALSE,TRUE,day
2,Honea Path,Greenville_SC,SC,83,60,10,7,0,Fair,FALSE,FALSE,FALSE,day
2,Tempe,Maricopa_AZ,AZ,53.1,77,7,11.5,0.01,Light Rain,FALSE,FALSE,FALSE,twilight
2,Carmel Valley,Monterey_CA,CA,64,46,6,5.8,0,Haze,FALSE,FALSE,FALSE,day
2,Nashville,Davidson_TN,TN,34,54,10,10.4,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
3,Louisville,Jefferson_KY,KY,66,47,10,7,0,Cloudy,FALSE,FALSE,FALSE,night
3,Houston,Harris_TX,TX,69.8,38,10,0,0,Clear,FALSE,FALSE,FALSE,day
2,Oklahoma City,Oklahoma_OK,OK,73,44,10,20.7,0,Clear,FALSE,FALSE,FALSE,twilight
2,Little Neck,Queens_NY,NY,66,40,10,5.8,0,Overcast,FALSE,FALSE,FALSE,day
3,Miami,Miami-Dade_FL,FL,80,85,10,7,0.08,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Seattle,King_WA,WA,45,82,10,6.9,0,Mostly Cloudy,FALSE,FALSE,TRUE,twilight
3,Seattle,King_WA,WA,64,48,10,7,0,Fair,FALSE,FALSE,FALSE,day
2,Aurora,Arapahoe_CO,CO,38.3,39,10,9.2,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Frederick,Frederick_MD,MD,62.6,100,2.5,4.6,0,Rain,FALSE,FALSE,FALSE,day
2,Mission Hills,Los Angeles_CA,CA,75.2,18,10,5.8,0,Clear,FALSE,FALSE,FALSE,twilight
2,Tampa,Hillsborough_FL,FL,84.2,89,10,4.6,0,Clear,FALSE,FALSE,TRUE,day
2,Rochester,Monroe_NY,NY,74,55,10,0,0,Mostly Cloudy,FALSE,FALSE,FALSE,twilight
2,Oneonta,Blount_AL,AL,63,100,8,0,0,Fair,FALSE,TRUE,FALSE,day
2,Skokie,Cook_IL,IL,31,82,10,8,0,Fair,TRUE,FALSE,FALSE,day
3,Columbus,Franklin_OH,OH,70,87,7,0,0,Overcast,FALSE,FALSE,FALSE,day
2,Miami,Miami-Dade_FL,FL,80.1,67,10,10.4,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Oklahoma City,Oklahoma_OK,OK,61,64,10,4.6,0,Clear,FALSE,FALSE,FALSE,day
2,Sacramento,Sacramento_CA,CA,59,72,10,8.1,0,Clear,FALSE,FALSE,FALSE,twilight
2,North Hollywood,Los Angeles_CA,CA,59,39,10,6.9,0,Clear,FALSE,FALSE,FALSE,night
3,Austin,Travis_TX,TX,73,79,10,4.6,0,Overcast,FALSE,FALSE,FALSE,day
2,Joelton,Davidson_TN,TN,71.1,87,8,5.8,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
3,Baldwin Park,Los Angeles_CA,CA,74,18,10,0,0,Fair,FALSE,FALSE,FALSE,night
2,Toledo,Lucas_OH,OH,50,89,10,5,0,Fair,FALSE,FALSE,FALSE,twilight
3,Baldwin Park,Los Angeles_CA,CA,64.4,77,4,8.1,0,Rain,TRUE,FALSE,FALSE,day
2,Chicago,Cook_IL,IL,43,86,10,3.5,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Anaheim,Orange_CA,CA,59,75,8,3.5,0,Overcast,FALSE,FALSE,FALSE,day
3,Baton Rouge,East Baton Rouge_LA,LA,57,64,10,8.1,0,Clear,FALSE,FALSE,FALSE,day
2,Phoenix,Maricopa_AZ,AZ,48.2,66,10,0,0,Clear,FALSE,FALSE,TRUE,day
2,Pleasant Hill,Contra Costa_CA,CA,44.1,79,6,3.5,0,Smoke,FALSE,FALSE,FALSE,twilight
2,Fort Lauderdale,Broward_FL,FL,73.9,82,10,13.8,0,Overcast,FALSE,FALSE,FALSE,day
2,Charlotte,Mecklenburg_NC,NC,73.9,91,8,9.2,0,Overcast,FALSE,FALSE,FALSE,day
2,Pflugerville,Travis_TX,TX,73.4,78,10,15,0,Overcast,FALSE,FALSE,TRUE,day
2,Mountain Brk,Jefferson_AL,AL,55,96,2.5,0,0,Light Rain,FALSE,FALSE,FALSE,day
2,Akron,Summit_OH,OH,33.1,64,10,10.4,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
3,Saint Louis,St. Louis County_MO,MO,70,87,5,17,0.01,Light Rain,FALSE,FALSE,FALSE,day
3,Pembroke Pines,Broward_FL,FL,73,66,10,6.9,0,Clear,FALSE,FALSE,FALSE,night
2,Elba,Coffee_AL,AL,59,99,10,0,0,Fair,FALSE,FALSE,FALSE,night
2,Sterling,Loudoun_VA,VA,82,54,10,9.2,0,Scattered Clouds,FALSE,FALSE,FALSE,day
2,Whitwell,Marion_TN,TN,41,45,10,0,0,Fair,FALSE,FALSE,FALSE,night
3,Defuniak Springs,Walton_FL,FL,79.9,54,10,12.7,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Austin,Travis_TX,TX,77,82,9,5.8,0,Light Thunderstorms and Rain,FALSE,FALSE,FALSE,day
2,Dayton,Montgomery_OH,OH,61,97,6,4.6,0.01,Overcast,FALSE,FALSE,TRUE,day
2,Richmond,Richmond City_VA,VA,73.9,91,8,0,0,Clear,FALSE,FALSE,FALSE,day
3,Fort Lauderdale,Broward_FL,FL,73,71,10,4.6,0,Clear,FALSE,FALSE,FALSE,day
3,Saint Petersburg,Pinellas_FL,FL,71.1,87,10,11.5,0,Clear,FALSE,FALSE,FALSE,twilight
2,Los Angeles,Los Angeles_CA,CA,68,49,10,0,0,Clear,TRUE,FALSE,FALSE,night
2,Richardson,Dallas_TX,TX,66.2,52,10,12.7,0,Clear,FALSE,FALSE,TRUE,day
3,Livermore,Alameda_CA,CA,36,62,1.8,0,0,Haze,FALSE,FALSE,FALSE,twilight
3,Atlanta,Fulton_GA,GA,73.9,52,10,13.8,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
3,North Miami,Miami-Dade_FL,FL,69,65,10,7,0,Fair,FALSE,FALSE,FALSE,day
2,Neskowin,Tillamook_OR,OR,72,53,10,16,0,Fair,FALSE,FALSE,FALSE,day
2,Fremont,Alameda_CA,CA,60.8,52,15,13.8,0,Clear,FALSE,FALSE,FALSE,day
2,North Bergen,Hudson_NJ,NJ,37,15,10,0,0,Fair,FALSE,FALSE,FALSE,twilight
2,Hubbard,Marion_OR,OR,68,47,10,4.6,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Fuquay Varina,Wake_NC,NC,58.3,100,10,0,0.01,Overcast,FALSE,TRUE,FALSE,twilight
2,Ontario,San Bernardino_CA,CA,81,30,10,17,0,Fair,FALSE,FALSE,FALSE,day
2,Gloversville,Fulton_NY,NY,77,57,10,5,0,Fair,FALSE,FALSE,FALSE,day
2,Modesto,Stanislaus_CA,CA,46.9,77,8,8.1,0,Light Rain,TRUE,FALSE,FALSE,day
3,Caledonia,Racine_WI,WI,90,61,10,13.8,0,Clear,FALSE,FALSE,FALSE,day
4,Winder,Barrow_GA,GA,41,81,10,4.6,0,Clear,FALSE,FALSE,FALSE,day
3,Tustin,Orange_CA,CA,75.9,60,10,8.1,0,Clear,FALSE,FALSE,FALSE,day
2,Redlands,San Bernardino_CA,CA,76.5,44,10,5.8,0,Clear,FALSE,FALSE,FALSE,twilight
2,Sacramento,Sacramento_CA,CA,64.9,54,10,6.9,0,Overcast,TRUE,FALSE,FALSE,day
2,Homestead,Miami-Dade_FL,FL,78.8,78,10,9.2,0,Mostly Cloudy,FALSE,FALSE,TRUE,day
2,Spartanburg,Spartanburg_SC,SC,80.6,58,7,0,0,Scattered Clouds,FALSE,FALSE,FALSE,day
2,Grand Rapids,Kent_MI,MI,45,42,10,18.4,0,Scattered Clouds,TRUE,FALSE,FALSE,day
2,Stewartville,Olmsted_MN,MN,18,84,1,24,0.02,Light Snow / Windy,FALSE,FALSE,FALSE,night
3,Syracuse,Onondaga_NY,NY,27,81,4,12.7,0,Light Snow,TRUE,FALSE,TRUE,day
3,Charlotte,Mecklenburg_NC,NC,54,100,1,5.8,0,Overcast,FALSE,FALSE,FALSE,day
2,Gurnee,Lake_IL,IL,46,96,6,3.5,0,Overcast,FALSE,FALSE,FALSE,twilight
3,Columbus,Franklin_OH,OH,48.9,97,6,13.8,0.01,Light Rain,TRUE,FALSE,FALSE,twilight
3,Fairview,Multnomah_OR,OR,66,56,10,0,0,Clear,FALSE,FALSE,FALSE,day
4,Smithville,Lee_GA,GA,88,52,10,12,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Birmingham,Jefferson_AL,AL,48.9,93,10,6.9,0.01,Overcast,FALSE,FALSE,TRUE,twilight
2,Santa Clara,Santa Clara_CA,CA,70,57,10,10.4,0,Partly Cloudy,FALSE,FALSE,TRUE,day
2,Stockton,San Joaquin_CA,CA,94,23,10,14,0,Fair,FALSE,FALSE,FALSE,day
2,Hazlet,Monmouth_NJ,NJ,75.9,82,10,0,0,Scattered Clouds,FALSE,FALSE,FALSE,day
3,East Hartford,Hartford_CT,CT,42,49,10,0,0,Fair,FALSE,FALSE,FALSE,day
2,Helena,Shelby_AL,AL,34,92,5,0,0,Clear,FALSE,FALSE,FALSE,twilight
2,Austin,Travis_TX,TX,73,84,10,0,0.02,Light Rain,FALSE,FALSE,FALSE,day
4,Gramercy,St. James_LA,LA,49,54,10,15,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Berlin,Hartford_CT,CT,45,49,10,10.4,0,Clear,FALSE,FALSE,TRUE,day
3,Southaven,DeSoto_MS,MS,54,64,10,15,0,Light Rain,FALSE,FALSE,FALSE,day
4,Rome,Oneida_NY,NY,15.1,91,0.8,5.8,0,Light Snow,FALSE,FALSE,FALSE,day
2,Cerritos,Los Angeles_CA,CA,51,83,10,0,0,Fair,FALSE,FALSE,FALSE,day
2,San Jose,Santa Clara_CA,CA,78.8,39,10,13.8,0,Clear,FALSE,FALSE,FALSE,day
2,Hopewell Junction,Dutchess_NY,NY,46,89,4,0,0.14,Light Rain,TRUE,FALSE,FALSE,day
2,Plum Branch,Mccormick_SC,SC,63.9,52,10,8.1,0,Clear,FALSE,FALSE,FALSE,day
3,Nashville,Davidson_TN,TN,53.1,64,10,6.9,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
3,National City,San Diego_CA,CA,63,70,10,8.1,0.02,Mostly Cloudy,FALSE,FALSE,FALSE,night
2,Annapolis Junction,Anne Arundel_MD,MD,71.6,69,10,0,0,Clear,TRUE,FALSE,FALSE,day
3,Plainville,Norfolk_MA,MA,51,86,10,3,0,Cloudy,FALSE,FALSE,FALSE,day
3,Austin,Travis_TX,TX,49,90,10,0,0,Fair,FALSE,FALSE,FALSE,day
2,Maple Grove,Hennepin_MN,MN,17,81,4,3,0,Haze,FALSE,FALSE,FALSE,day
2,Austin,Travis_TX,TX,79,84,10,5.8,0.06,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Johnson City,Washington_TN,TN,75.9,87,10,12.7,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Bakersfield,Kern_CA,CA,57.9,67,9,9.2,0,Light Rain,FALSE,FALSE,FALSE,day
2,Vacaville,Solano_CA,CA,50,100,10,0,0,Clear,FALSE,TRUE,FALSE,day
3,Mission Hills,Los Angeles_CA,CA,75,36,10,9,0,Fair,FALSE,FALSE,FALSE,day
3,Greenville,Greenville_SC,SC,68,37,10,5.8,0,Clear,FALSE,FALSE,FALSE,day
3,Houston,Harris_TX,TX,84,67,10,8.1,0,Overcast,FALSE,FALSE,FALSE,night
2,Houston,Harris_TX,TX,77,71,10,14,0,Cloudy,FALSE,FALSE,TRUE,day
2,Milledgeville,Baldwin_GA,GA,59,100,3,0,0,Clear,FALSE,FALSE,TRUE,night
2,Henrietta,Monroe_NY,NY,37.9,97,10,6.9,0.06,Light Rain,FALSE,FALSE,FALSE,twilight
2,Oklahoma City,Oklahoma_OK,OK,84,61,10,12.7,0,Mostly Cloudy,FALSE,FALSE,TRUE,day
2,Santa Clarita,Los Angeles_CA,CA,50,29,10,16,0,Fair,TRUE,FALSE,FALSE,day
2,Burlington,Alamance_NC,NC,54,97,3,0,0.02,Light Rain,FALSE,FALSE,FALSE,day
3,Halifax,Halifax_NC,NC,35.6,93,10,0,0,Clear,FALSE,FALSE,FALSE,twilight
2,Montgomery,Montgomery_AL,AL,65,87,10,0,0,Fair,FALSE,FALSE,FALSE,day
2,Grand Rapids,Kent_MI,MI,30,85,10,11.5,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,San Marcos,San Diego_CA,CA,64,23,10,0,0,Clear,FALSE,FALSE,FALSE,day
3,Tampa,Hillsborough_FL,FL,73,94,10,0,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Austin,Travis_TX,TX,66.9,87,10,5.8,0,Overcast,FALSE,FALSE,FALSE,twilight
2,Fair Oaks,Sacramento_CA,CA,51.8,62,10,0,0,Clear,FALSE,FALSE,TRUE,day
2,York,York_PA,PA,53.1,100,4,3.5,0.01,Light Rain,FALSE,FALSE,FALSE,day
3,Fairfield,Solano_CA,CA,63,67,10,9,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Dayton,Montgomery_OH,OH,82.9,46,10,4.6,0,Clear,FALSE,FALSE,TRUE,day
2,Woodland Hills,Los Angeles_CA,CA,84,15,10,9.2,0,Clear,FALSE,FALSE,TRUE,day
2,Pattersonville,Schenectady_NY,NY,26.6,59,10,5.8,0,Scattered Clouds,FALSE,FALSE,FALSE,night
4,Middlebury,Elkhart_IN,IN,19.9,68,10,4.6,0,Clear,FALSE,FALSE,FALSE,twilight
3,Roseville,Macomb_MI,MI,77,56,10,10,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Austin,Travis_TX,TX,77,18,10,4.6,0,Clear,FALSE,FALSE,FALSE,day
3,Bronx,Bronx_NY,NY,78,39,10,10,0,Fair,FALSE,FALSE,FALSE,twilight
2,Oklahoma City,Oklahoma_OK,OK,34,100,4,10.4,0,Overcast,FALSE,TRUE,FALSE,day
2,Miami,Miami-Dade_FL,FL,82.9,77,10,10.4,0,Partly Cloudy,FALSE,FALSE,FALSE,twilight
2,Monrovia,Los Angeles_CA,CA,86,36,10,9,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Fort Lauderdale,Broward_FL,FL,80.1,85,10,17.3,0,Scattered Clouds,TRUE,FALSE,FALSE,day
2,Clearfield,Davis_UT,UT,32,100,0.6,5.8,0,Light Snow,FALSE,FALSE,FALSE,day
2,Plano,Collin_TX,TX,78.8,69,13,8.1,0,Mostly Cloudy,FALSE,FALSE,FALSE,night
2,Taylors,Greenville_SC,SC,64,65,10,14,0,Fair,FALSE,FALSE,FALSE,day
2,San Bruno,San Mateo_CA,CA,39.9,70,10,0,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Chicago,Cook_IL,IL,73.9,66,10,5.8,0,Mostly Cloudy,TRUE,FALSE,FALSE,day
2,Covington,Kenton_KY,KY,42,96,10,0,0,Partly Cloudy,FALSE,FALSE,TRUE,twilight
2,Dallas,Dallas_TX,TX,95,38,10,8,0,Mostly Cloudy,FALSE,FALSE,TRUE,day
3,Des Plaines,Cook_IL,IL,45,68,10,16.1,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Pell City,St. Clair_AL,AL,91,57,10,3,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Hanover Park,DuPage_IL,IL,41,49,10,11.5,0,Clear,FALSE,FALSE,FALSE,day
2,Colorado Springs,El Paso_CO,CO,46,50,10,3,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Saraland,Mobile_AL,AL,81,88,10,6.9,0,Scattered Clouds,FALSE,FALSE,FALSE,day
2,Bend,Deschutes_OR,OR,50,43,10,0,0,Fair,FALSE,FALSE,FALSE,day
3,Irving,Dallas_TX,TX,86,61,10,0,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Liberty,Pickens_SC,SC,67.8,58,10,9.2,0,Overcast,FALSE,FALSE,FALSE,day
2,San Jose,Santa Clara_CA,CA,72,43,10,0,0,Fair,FALSE,FALSE,FALSE,night
2,Lancaster,Lancaster_PA,PA,68,96,1.8,0,0,Overcast,FALSE,FALSE,FALSE,day
2,Jefferson,Frederick_MD,MD,69.8,100,7,0,0,Overcast,FALSE,FALSE,TRUE,twilight
3,Louisville,Jefferson_KY,KY,70,97,7,0,0,Clear,FALSE,FALSE,FALSE,day
3,Windsor,Hartford_CT,CT,79,50,10,5.8,0,Scattered Clouds,FALSE,FALSE,FALSE,day
2,Valencia,Los Angeles_CA,CA,65,84,5,5,0,Fair,TRUE,FALSE,FALSE,night
3,Delray Beach,Palm Beach_FL,FL,86,70,10,12.7,0,Scattered Clouds,FALSE,FALSE,FALSE,day
2,Hayward,Alameda_CA,CA,67,52,10,7,0,Fair,FALSE,FALSE,FALSE,day
2,Mitchell,Wheeler_OR,OR,82,38,10,7,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Tulsa,Tulsa_OK,OK,30.9,79,8,15,0,Overcast,FALSE,FALSE,TRUE,day
2,Pittsburgh,Allegheny_PA,PA,61,83,7,3.5,0.01,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Santa Rosa,Sonoma_CA,CA,37,100,10,3.5,0,Patches of Fog,FALSE,FALSE,FALSE,day
4,Robertsdale,Baldwin_AL,AL,89,59,10,9,0,Fair,FALSE,FALSE,FALSE,day
2,Scottsdale,Maricopa_AZ,AZ,60.1,32,10,3.5,0,Clear,FALSE,FALSE,TRUE,day
2,San Mateo,San Mateo_CA,CA,57,77,10,0,0,Partly Cloudy,TRUE,FALSE,FALSE,day
2,Orlando,Orange_FL,FL,64.9,65,10,5.8,0,Clear,FALSE,FALSE,TRUE,night
2,Miami,Miami-Dade_FL,FL,66.9,40,10,4.6,0,Partly Cloudy,TRUE,FALSE,FALSE,day
2,Raleigh,Wake_NC,NC,48,74,10,5.8,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,North Chicago,Lake_IL,IL,72,93,8,0,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
3,Usaf Academy,El Paso_CO,CO,8,71,10,6,0,Partly Cloudy,FALSE,FALSE,FALSE,night
2,Rock Hill,York_SC,SC,50,36,10,8.1,0,Clear,FALSE,FALSE,TRUE,day
2,Houston,Harris_TX,TX,64.4,37,10,6.9,0,Clear,FALSE,FALSE,TRUE,twilight
2,Lincoln,Lancaster_NE,NE,91,39,10,6,0,Fair,FALSE,FALSE,FALSE,day
2,Clatskanie,Columbia_OR,OR,52,86,10,11.5,0.04,Light Rain,FALSE,FALSE,FALSE,day
3,Newark,Essex_NJ,NJ,79,74,10,13,0,Cloudy,TRUE,FALSE,FALSE,day
2,Erlanger,Kenton_KY,KY,54,75,10,14,0,Cloudy,FALSE,FALSE,FALSE,night
3,North Charleston,Charleston_SC,SC,31,57,10,18,0,Fair,FALSE,FALSE,FALSE,day
2,Glendale,Maricopa_AZ,AZ,94,13,10,7,0,Fair,FALSE,FALSE,TRUE,day
2,Charlotte,Mecklenburg_NC,NC,66,37,10,9.2,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Richmond,Henrico_VA,VA,80.1,79,8,0,0,Clear,FALSE,FALSE,FALSE,day
3,Austin,Travis_TX,TX,28,88,10,3.5,0,Partly Cloudy,FALSE,FALSE,FALSE,night
3,Santa Ana,Orange_CA,CA,79,62,10,12.7,0,Scattered Clouds,TRUE,FALSE,FALSE,day
3,Provo,Utah_UT,UT,32,82,10,24.2,0,Overcast,FALSE,FALSE,FALSE,twilight
3,San Pablo,Contra Costa_CA,CA,95,23,10,3.5,0,Clear,FALSE,FALSE,FALSE,day
2,Hanford,Kings_CA,CA,104,18,10,8.1,0,Clear,FALSE,FALSE,FALSE,day
2,Indianapolis,Marion_IN,IN,66.9,52,10,8.1,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Corte Madera,Marin_CA,CA,41,76,10,4.6,0,Clear,FALSE,FALSE,FALSE,night
2,Torrance,Los Angeles_CA,CA,69.8,40,10,0,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Pottstown,Montgomery_PA,PA,39.9,86,8,0,0,Clear,FALSE,FALSE,FALSE,day
3,Denton,Denton_TX,TX,92,47,10,9,0,Fair,FALSE,FALSE,FALSE,day
2,Adair,Adair_IA,IA,41,87,10,3.5,0.01,Overcast,TRUE,FALSE,FALSE,twilight
2,Sacramento,Sacramento_CA,CA,62.1,78,10,3.5,0,Clear,TRUE,FALSE,FALSE,day
2,Waukesha,Waukesha_WI,WI,37,87,10,18,0,Cloudy,FALSE,FALSE,FALSE,twilight
2,Sutton,Braxton_WV,WV,60,93,3,10,0.03,Rain,FALSE,FALSE,FALSE,night
2,Las Vegas,Clark_NV,NV,73,14,10,10.4,0,Clear,FALSE,FALSE,FALSE,night
4,Greenville,Meriwether_GA,GA,78.3,60,10,10.4,0,Scattered Clouds,FALSE,FALSE,FALSE,day
3,Bellmawr,Camden_NJ,NJ,55,37,10,9.2,0,Clear,FALSE,FALSE,FALSE,day
3,Debary,Volusia_FL,FL,77,94,10,4.6,0,Clear,FALSE,FALSE,FALSE,day
2,Spartanburg,Spartanburg_SC,SC,81,51,10,10,0,Partly Cloudy,FALSE,FALSE,FALSE,day
3,Indianapolis,Marion_IN,IN,60.1,86,10,16.1,0.13,Overcast,FALSE,FALSE,FALSE,day
2,Lancaster,Lancaster_PA,PA,41,93,2,12.7,0.07,Rain,FALSE,FALSE,FALSE,day
2,Harrison,Hudson_NJ,NJ,30.9,82,8,6.9,0,Overcast,TRUE,FALSE,FALSE,twilight
2,Raleigh,Wake_NC,NC,39,96,2,8.1,0,Light Drizzle,FALSE,FALSE,TRUE,day
3,Greenville,Greenville_SC,SC,44.1,53,10,12.7,0,Overcast,FALSE,FALSE,FALSE,day
3,Jacksonville,Duval_FL,FL,66,73,10,3.5,0,Scattered Clouds,FALSE,FALSE,FALSE,day
3,Springfield,Fairfax County_VA,VA,57.2,94,10,8.1,0,Light Rain,FALSE,FALSE,FALSE,day
2,Pasadena,Harris_TX,TX,86,66,10,8.1,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,San Bernardino,San Bernardino_CA,CA,75.2,47,4,6.9,0,Partly Cloudy,FALSE,FALSE,FALSE,day
3,Solana Beach,San Diego_CA,CA,57.9,87,10,3.5,0,Overcast,FALSE,FALSE,FALSE,night
2,Cerritos,Los Angeles_CA,CA,48,86,4,0,0,Clear,FALSE,FALSE,FALSE,day
2,Austin,Travis_TX,TX,64.9,90,10,10.4,0,Overcast,FALSE,FALSE,FALSE,day
4,Los Alamitos,Orange_CA,CA,57.2,81,10,3.5,0,Mostly Cloudy,FALSE,FALSE,FALSE,night
3,Ontario,San Bernardino_CA,CA,61,75,10,8.1,0,Scattered Clouds,FALSE,FALSE,FALSE,night
2,Concord,Contra Costa_CA,CA,59,67,10,14,0.02,Partly Cloudy,TRUE,FALSE,FALSE,day
2,Flint,Genesee_MI,MI,73,66,10,6.9,0,Clear,FALSE,FALSE,TRUE,day
3,Spartanburg,Spartanburg_SC,SC,68,83,10,0,0,Overcast,FALSE,FALSE,TRUE,day
2,Dayton,Montgomery_OH,OH,57.9,62,10,4.6,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,San Jose,Santa Clara_CA,CA,42.8,87,10,0,0,Clear,FALSE,FALSE,FALSE,day
2,Santa Maria,Santa Barbara_CA,CA,52,93,1,0,0,Fog,FALSE,FALSE,TRUE,twilight
4,Longview,Cowlitz_WA,WA,55.4,67,10,8.1,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Stockton,San Joaquin_CA,CA,50,89,10,6.9,0,Clear,FALSE,FALSE,FALSE,twilight
2,Chatsworth,Los Angeles_CA,CA,85,10,10,7,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Austin,Travis_TX,TX,93.9,47,10,5.8,0,Partly Cloudy,FALSE,FALSE,TRUE,day
2,Norfolk,Norfolk_VA,VA,81,72,10,11.5,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Garden Grove,Orange_CA,CA,57,95,10,3.5,0,Clear,FALSE,FALSE,FALSE,twilight
2,Mint Hill,Mecklenburg_NC,NC,65,90,10,5,0,Cloudy,FALSE,FALSE,TRUE,twilight
2,Palm Beach Gardens,Palm Beach_FL,FL,78.1,71,10,6.9,0,Scattered Clouds,TRUE,FALSE,FALSE,day
2,Parlier,Fresno_CA,CA,103,20,10,6,0,Fair,FALSE,FALSE,TRUE,day
2,Maricopa,Pinal_AZ,AZ,65,45,10,6,0,Mostly Cloudy,TRUE,FALSE,FALSE,twilight
2,Grand Rapids,Kent_MI,MI,61,93,2,8.1,0.02,Heavy Rain,FALSE,FALSE,TRUE,day
2,Trafford,Blount_AL,AL,59,93,9,5.8,0.01,Light Rain,FALSE,FALSE,FALSE,day
3,Melbourne,Brevard_FL,FL,81,79,10,8,0,Fair,FALSE,FALSE,FALSE,night
2,San Antonio,Bexar_TX,TX,73.9,71,10,12.7,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
3,Saint Louis,St. Louis County_MO,MO,37.9,57,10,10.4,0,Clear,FALSE,FALSE,FALSE,night
2,Gardena,Los Angeles_CA,CA,74,45,10,10,0,Fair,FALSE,FALSE,TRUE,day
3,Minneapolis,Hennepin_MN,MN,39.9,53,10,8.1,0,Clear,TRUE,FALSE,FALSE,twilight
2,Raleigh,Wake_NC,NC,78.1,62,10,4.6,0,Mostly Cloudy,TRUE,FALSE,FALSE,day
2,Indianapolis,Marion_IN,IN,80.1,62,10,4.6,0,Clear,FALSE,FALSE,TRUE,day
2,Chantilly,Loudoun_VA,VA,30.9,79,10,3.5,0,Mostly Cloudy,FALSE,FALSE,TRUE,day
4,Vancouver,Clark_WA,WA,66,50,10,5,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Minneapolis,Hennepin_MN,MN,6,69,10,9,0,Fair,TRUE,FALSE,FALSE,night
2,Oklahoma City,Oklahoma_OK,OK,45,93,7,12.7,0,Overcast,FALSE,FALSE,FALSE,twilight
